time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.56922e-06	4445.2	6170.17	5183.53
1	2.56922e-06	5.70714e-06	4445.2	6170.17	5183.53
2	5.70714e-06	9.53963e-06	4445.2	1971.41	5183.53
3	9.53963e-06	1.42204e-05	7381.12	1881.86	5183.53
4	1.42204e-05	1.99373e-05	11785.0	2473.59	4611.945
5	1.99373e-05	2.69197e-05	13210.8	3634.48	4040.36
6	2.69197e-05	3.54475e-05	11366.510000000004	4388.2	3878.6030000000005
7	3.54475e-05	4.5863e-05	8127.464	3797.7	3313.5980000000004
8	4.5863e-05	5.8584e-05	5027.264999999999	2778.15	2649.1139999999996
9	5.8584e-05	7.41208e-05	2882.46	2010.22	1866.0000000000002
10	7.41208e-05	9.30965e-05	1953.5349999999999	1590.38	1516.5020000000002
11	9.30965e-05	0.000116273	1618.085	1395.8	1376.9070000000004
12	0.000116273	0.000144579	1506.366	1385.92	1352.483
13	0.000144579	0.00017915	1506.7279999999996	1480.18	1435.9939999999997
14	0.00017915	0.000221374	1611.058	1621.22	1638.173
15	0.000221374	0.000272944	1849.9759999999999	1842.85	1931.3800000000003
16	0.000272944	0.00033593	2171.412	2195.08	2241.435
17	0.00033593	0.000412857	2429.64	2445.45	2495.3780000000006
18	0.000412857	0.000506811	2604.236000000001	2610.1	2676.49
19	0.000506811	0.000621563	2723.0080000000003	2698.96	2742.6320000000005
20	0.000621563	0.000761714	2753.158	2716.74	2699.293
21	0.000761714	0.000932888	2636.7500000000005	2596.91	2565.135
22	0.000932888	0.00114195	2315.3959999999997	2346.99	2309.4710000000005
23	0.00114195	0.00139729	1820.4800000000002	1841.48	1937.104
24	0.00139729	0.00170915	1309.782	1367.6	1442.32
25	0.00170915	0.00209004	1124.594	1152.6	1199.744
26	0.00209004	0.00255523	1186.136	1184.31	1154.2759999999998
27	0.00255523	0.0031234	1243.76	1433.85	1254.508
28	0.0031234	0.00381733	2498.34	1433.85	1347.39
29	0.00381733	0.00466487	2498.34	1162.62	1577.4199999999996
30	0.00466487	0.0057	2498.34	1162.62	1807.4499999999998
31	0.0057	inf	2498.34	1162.62	1807.45
