left_time_boundary	im_N1	im_N2	m	M
0.0	9990.568013671282	3413.676088202804	0.0006139066786986592	0.2418029713051828
225.4512	9990.568013671282	3413.676088202804	0.0006139066786986592	0.45930330085306026
500.8064	8695.663945277587	2846.946893599875	2.1146000167102394e-33	0.45930330085306026
837.1120000000001	2495.677951942356	3115.9859207182094	2.2215158348048846e-33	0.45930330085306026
1247.856	1745.3072332715296	19187.108541210288	1.0092221403969002e-33	0.45930330085306026
1749.52	1751.0596559730684	18273.439090176482	4.852066665133243e-35	0.45930330085306026
2362.224	2354.5423959953946	16713.05841826784	8.868759955848075e-07	0.4600205175832015
3110.552	3564.9186830203225	17320.123796174867	6.137924101937505e-05	0.5173296965602485
4024.52	5398.854198563969	19663.637340599067	7.67924773447242e-05	0.5933755607412708
5140.8	7871.212665197164	18486.975505088445	9.496238233179921e-05	0.6861377552599308
6504.160000000001	10854.525606721927	17012.795917764917	0.00012030263626723873	0.7897457469417993
8169.28	13784.586023521539	15697.750780396174	0.00013323189258008058	0.8777101386380993
10203.04	15723.785459364808	14745.110105313934	0.0008171195563151321	0.9978889073395566
12686.880000000001	13232.150809462206	13940.313424452355	7.629455489836661e-05	0.9986711696338132
15720.560000000001	9564.921169581341	12960.93104601764	3.494808240748956e-05	0.9989743568681648
19425.76	6802.909779714899	12254.964847340754	4.678063925183716e-05	0.9993283907667725
23951.120000000003	4956.34796665952	12033.001771796877	5.419059332860999e-05	0.9996310542850313
29478.16	3855.58363160321	12104.4032969563	6.019180176561827e-05	0.9998363038374665
36228.56	3017.947182854868	12372.997106339211	6.179529240070766e-05	0.999940909979623
44473.12	2902.4082941172574	9790.996168616566	5.536554018419224e-05	0.999980623822195
54542.72	3895.277408681581	5810.569424083824	4.263327381644485e-05	0.9999932103305811
66841.12	5021.710462347358	5029.68170886648	4.185680480364862e-05	0.9999980691049438
81861.6	6558.4720150177	6389.622406039381	3.9487935124672e-05	0.9999995465526305
100207.20000000001	10497.351218670045	10164.866903757185	3.3455235111917535e-05	0.9999998987435459
122613.6	15761.952096474079	15529.922673808525	1.708188094182055e-05	0.9999999602446427
149979.2	18617.491598748948	18553.004526978624	9.622926341453498e-06	0.9999999791054863
183402.40000000002	17667.79276253286	17854.780358820273	8.605987880296976e-06	0.9999999896512449
224224.0	16807.5050900976	16924.00706820449	2.8660761204113143e-06	0.9999999922237448
274081.60000000003	16807.5050900976	16924.00706820449	2.8660761204113143e-06	0.9999999945149397
334974.4	16010.532668053658	16133.834799246808	1.6838359592546052e-07	0.9999999946506127
409346.4	16010.532668053658	16133.834799246808	1.6838359592546052e-07	0.9999999948117718
500180.0	16010.532668053658	16133.834799246808	1.6838359592546052e-07	0.9999999968699167
