left_time_boundary	im_N1	im_N2	m	M
0.0	7656.585332514908	6025.856938742434	0.0008637906572615269	0.29855322184146793
205.264	7656.585332514908	6025.856938742434	0.0008637906572615269	0.5451156746554473
455.9624	6634.018502988381	5159.6511340701945	1.5124153210714998e-33	0.5451156746554473
762.1528	4154.44546448232	5484.698097228611	3.172394361947737e-33	0.5451156746554473
1136.1200000000001	2453.918565978502	6470.04565674404	2.1577620532987213e-38	0.5451156746554473
1592.864	1800.789573192886	8029.971946071006	0.00013022441573438178	0.6066285304909736
2150.704	1736.2601144930986	8693.810037027337	0.00018253610165539118	0.6932529744422327
2832.0240000000003	2155.550332834487	10337.204642500034	0.00012624815236070085	0.751382855261975
3664.152	3335.825399267774	11409.753520975704	6.957580313415243e-05	0.7841698876384152
4680.472	5758.505473981136	13947.10475468107	0.00010136619062131988	0.8321883349285601
5921.76	8855.228041597778	15343.610858230653	8.906932585585805e-05	0.8719042010999167
7437.792	11570.833380732694	16424.666935562844	0.00011839981746166015	0.9173752855254862
9289.44	13389.282951580932	15689.533678807973	0.00012806299322913882	0.9537021607438004
11550.880000000001	13042.005112494866	14439.608082769153	6.852273354179606e-05	0.9682917876631546
14312.880000000001	11076.886244871208	13355.67864914212	5.9526809610995485e-05	0.9787797594238546
17686.32	8351.669965184426	12551.12465578074	5.200673830704205e-05	0.9861760401933672
21806.48	6065.066380203965	11924.965074148564	5.2670300230651486e-05	0.9918638184265723
26838.56	4489.831993015355	11833.634701024144	5.776165233476065e-05	0.9959998814941348
32984.48	3440.9805161791564	11796.995561504631	6.166078375772288e-05	0.9984149388726303
40490.880000000005	3046.473910584434	10362.426379045433	5.90457560586444e-05	0.9994631417123667
49658.72	3658.679419528858	6905.66640896683	4.685362548474827e-05	0.9998119937263548
60855.92	4860.042022114924	4835.690649631279	3.9029754412885476e-05	0.9999353519159487
74531.6	5940.430155999993	5530.86913764671	3.982721370465629e-05	0.9999829097777977
91234.40000000001	8718.76522205938	8386.49434352902	3.803507831585433e-05	0.999996379271301
111634.40000000001	13710.020844912537	13530.809478500949	2.3932656326369823e-05	0.9999989013287821
136549.6	17219.85736862147	17213.673573556887	1.3125897863851755e-05	0.9999995057684657
166980.00000000003	17656.9657915347	17963.542890087196	1.0331213635432642e-05	0.9999997706942965
204146.40000000002	15611.657369741924	15615.265023593794	4.033703886142539e-06	0.9999998410080081
249539.2	15611.657369741924	15615.265023593794	4.033703886142539e-06	0.999999898344434
304980.0	15796.949072618898	15902.318454171003	2.596307661964151e-07	0.9999999018565624
372692.00000000006	15796.949072618898	15902.318454171003	2.596307661964151e-07	0.9999999059819177
455392.00000000006	15796.949072618898	15902.318454171003	2.596307661964151e-07	0.9999999537489352
