left_time_boundary	im_N1	im_N2	m	M
0.0	7599.480784399879	5477.647398408874	0.00173450685415036	0.43470398305502755
164.4288	7599.480784399879	5477.647398408874	0.00173450685415036	0.7183434815729506
365.25280000000004	6244.208910796078	4218.852362139332	5.167632771852225e-05	0.7253937371659402
610.5296	5673.1905625478585	2944.513748799877	0.0016164706891114845	0.8957431370564908
910.096	1694.964353528221	3546.7587512291057	1.682063549333767e-33	0.8957431370564908
1275.976	1235.8496643823307	3113.943126601199	0.00013080488698246284	0.9072457335332169
1722.8400000000001	952.6510982174578	3134.3074963374543	0.00020331673577050346	0.9257065411743995
2268.616	1220.2334899178122	3415.2271176372237	0.00043755442197887886	0.9585419382516259
2935.2080000000005	1641.7469534043644	3846.0896645323564	1.499597844328646e-05	0.9595419730897751
3749.3360000000002	2546.8612868472337	5654.316343178705	1.3661493166033551e-30	0.9595419730897751
4743.68	4658.658205556806	8705.357683009563	8.333494665785936e-05	0.9669555217777757
5958.120000000001	8312.185142120736	11330.502691041163	0.00011002219792175274	0.9761573958947225
7441.368	12163.454877047147	13056.553438816527	0.00013282282892484863	0.9852648982684615
9252.960000000001	14486.073313226963	13843.671226414035	0.00011160628695647764	0.991007766074104
11465.52	14122.283634349908	13591.424476007694	5.280420981535973e-05	0.9932403334415378
14167.84	11764.436980373985	12608.70940821058	3.24752066872631e-05	0.9945445712224366
17468.24	9039.946426794131	11436.759153141167	3.1263996103501314e-05	0.9957600207254265
21499.280000000002	6760.177081795088	10360.383487715282	3.496774136882627e-05	0.9969950936051339
26422.56	5268.816771608853	9645.525918132907	3.9350109398520436e-05	0.9981279785167743
32435.600000000002	4623.348350978352	9439.3982681765	5.144598444212821e-05	0.9991206917546045
39779.6	1092.0254599880172	30502.733149730455	5.523141562059379e-05	0.9996735332511072
48749.2	4094.1998222703455	5797.709110231637	4.548958884089996e-05	0.9998795002628265
59704.240000000005	5223.929862786527	5142.191790883843	4.9173789858452954e-05	0.9999676774598928
73084.16	6031.944827480634	5916.769765620192	4.9484119122982064e-05	0.9999935860115804
89425.6	8348.827457054133	8232.790159487224	4.041589337546712e-05	0.9999987221953379
109384.8	12646.405177761799	12555.340342017822	2.312314887059501e-05	0.9999995861105029
133760.80000000002	16773.840892343283	16783.228015403096	1.309737794121091e-05	0.9999998102499281
163533.6	20767.65207516252	21170.51876855006	1.1331085482818097e-05	0.9999999167659208
199896.0	20767.65207516252	21170.51876855006	1.1331085482818097e-05	0.9999999695768855
244307.2	16148.816989394985	16314.129849656625	7.54367445837131e-07	0.9999999719674124
298548.0	16148.816989394985	16314.129849656625	7.54367445837131e-07	0.9999999746338145
364796.0	16148.816989394985	16314.129849656625	7.54367445837131e-07	0.9999999951339834
