left_time_boundary	im_N1	im_N2	m	M
0.0	7600.985782572739	6489.182881386682	0.0008272664471299614	0.2998628532954519
215.456	7600.985782572739	6489.182881386682	0.0008272664471299614	0.5470007176415594
478.6032	6396.739559620054	5412.060979140982	8.347935343731603e-60	0.5470007176415594
799.9976	3702.294783653478	5992.286726311674	1.2030730975119794e-59	0.5470007176415594
1192.536	2372.5556608678794	10162.61750103741	1.1219847213566783e-35	0.5470007176415594
1671.952	1846.3140274828665	38444.560101722906	7.305424142320624e-05	0.5841446032759485
2257.496	1973.9398766645904	23642.60070904861	8.167948334187854e-05	0.6299970035709261
2972.648	2539.2853396797022	19163.01552480971	6.019617195025803e-05	0.6669293425299516
3846.096	4118.047689075403	16650.3516817591	0.00010339091118550549	0.732862605424546
4912.88	6765.77623346962	16835.77587577691	0.00012756911591175595	0.808413690877671
6215.800000000001	9610.417827741694	18450.35527062481	0.00012552817225558257	0.8715130393923555
7807.120000000001	12360.008714658014	18235.172751364447	0.00017015430252517982	0.9336840232204578
9750.64	13837.19823751921	16382.211853735262	0.0002470000946973382	0.9794719353823172
12124.4	12661.104100440507	14563.873605634108	4.428422680100969e-05	0.9841207171381199
15023.6	10161.835821904886	13559.378795430684	5.767094649256661e-05	0.989445057162737
18564.56	7403.675159320176	12748.00536551774	5.073182165562008e-05	0.9931940827468199
22889.280000000002	5279.004387835795	12417.091731455514	5.479325012524977e-05	0.9961849060508712
28171.200000000004	3994.181357080599	12390.016504342062	6.135200206771013e-05	0.9982712699988866
34622.32	3124.3503604302437	12198.29101119738	6.434872320881091e-05	0.999372891425643
42501.44	3085.7264011561897	9859.187152571838	5.906839648477412e-05	0.9997988048856604
52124.56	3959.759727232553	6430.6725182112195	4.716522760368512e-05	0.9999336070783476
63877.76000000001	4966.988819066492	4943.546114005173	4.176565558495639e-05	0.9999799842019128
78232.48	6211.130435854278	5894.392792552798	4.1715677119472854e-05	0.9999953643488919
95764.8	9586.552922146848	9264.914081210389	3.773512312113241e-05	0.9999990789607466
117177.6	14489.571896085308	14290.39546418978	2.1613475384733685e-05	0.9999997026241408
143330.4	17662.384419666858	17536.017891770363	1.2674339807774415e-05	0.9999998676645812
175271.2	17165.51757733142	17292.017143853267	1.1392701892063629e-05	0.9999999455961143
214283.2	16047.812878318853	16077.42930993578	4.152506785139496e-06	0.9999999633752246
261930.40000000002	16047.812878318853	16077.42930993578	4.152506785139496e-06	0.9999999774116803
320123.2	15918.463139276786	16032.425068667224	2.1187641992105012e-07	0.9999999780818521
391197.60000000003	15918.463139276786	16032.425068667224	2.1187641992105012e-07	0.9999999788734579
478004.8	15918.463139276786	16032.425068667224	2.1187641992105012e-07	0.9999999884940707
