time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.56128e-06	3546.239999999999	6244.74	5627.439999999998
1	2.56128e-06	5.68949e-06	3546.239999999999	6244.74	5627.439999999998
2	5.68949e-06	9.51014e-06	3546.239999999999	1913.44	5627.439999999998
3	9.51014e-06	1.41765e-05	9870.17	1858.09	5627.439999999998
4	1.41765e-05	1.98757e-05	16258.35	2631.37	4690.044999999999
5	1.98757e-05	2.68365e-05	16836.6	3931.54	3752.649999999999
6	2.68365e-05	3.5338e-05	12367.719999999998	4552.59	3901.2129999999997
7	3.5338e-05	4.57213e-05	8241.151	3902.57	3271.148000000001
8	4.57213e-05	5.84029e-05	5315.812	2860.29	2583.297
9	5.84029e-05	7.38916e-05	3304.1360000000004	1962.1	1894.462
10	7.38916e-05	9.28087e-05	2217.136	1557.95	1518.873
11	9.28087e-05	0.000115913	1643.1160000000002	1374.04	1361.325
12	0.000115913	0.000144132	1421.3199999999997	1365.09	1333.303
13	0.000144132	0.000178596	1399.9360000000001	1424.42	1427.932
14	0.000178596	0.00022069	1556.5959999999998	1617.12	1645.6570000000006
15	0.00022069	0.000272101	1854.052	1915.81	1950.0379999999998
16	0.000272101	0.000334891	2151.8700000000003	2186.66	2258.91
17	0.000334891	0.00041158	2422.602	2448.59	2504.2659999999996
18	0.00041158	0.000505245	2616.546	2618.47	2674.422
19	0.000505245	0.000619641	2718.562	2677.76	2731.446
20	0.000619641	0.00075936	2722.4639999999995	2721.82	2691.2219999999998
21	0.00075936	0.000930004	2607.975	2611.2	2577.1650000000004
22	0.000930004	0.00113842	2337.029	2327.24	2350.1339999999996
23	0.00113842	0.00139297	1875.5909999999997	1856.52	1919.8099999999997
24	0.00139297	0.00170387	1413.1949999999997	1413.02	1386.8660000000002
25	0.00170387	0.00208358	1158.0479999999998	1145.07	1137.978
26	0.00208358	0.00254733	1188.792	1134.82	1129.854
27	0.00254733	0.00311375	1367.03	1370.86	1361.8220000000003
28	0.00311375	0.00380553	2007.03	1370.86	3022.0200000000004
29	0.00380553	0.00465045	2007.03	1116.97	1522.1296500000005
30	0.00465045	0.00568238	2007.03	1116.97	22.239299999999997
31	0.00568238	inf	2007.03	1116.97	22.2393
