time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	2.58199e-06	4479.08	6448.57	6404.47
1	2.58199e-06	5.7355e-06	4479.08	6448.57	6404.47
2	5.7355e-06	9.58704e-06	4479.08	1850.27	6404.47
3	9.58704e-06	1.42911e-05	7386.888000000001	1719.21	6404.47
4	1.42911e-05	2.00364e-05	11748.600000000004	2546.59	4127.392000000001
5	2.00364e-05	2.70535e-05	13136.6	3639.83	2609.3400000000006
6	2.70535e-05	3.56237e-05	11373.44	4182.52	3348.53
7	3.56237e-05	4.6091e-05	8154.745999999998	3637.25	2849.4379999999996
8	4.6091e-05	5.88752e-05	5037.54	2650.38	2188.726
9	5.88752e-05	7.44891e-05	2883.61	1938.42	1655.0919999999999
10	7.44891e-05	9.35592e-05	1952.18	1575.96	1480.555
11	9.35592e-05	0.00011685	1600.9899999999998	1391.79	1404.402
12	0.00011685	0.000145297	1508.2740000000003	1365.38	1366.02
13	0.000145297	0.000180041	1509.5070000000005	1439.59	1419.9979999999998
14	0.000180041	0.000222474	1614.24	1641.93	1602.5919999999999
15	0.000222474	0.000274301	1874.289	1874.14	1901.99
16	0.000274301	0.000337599	2175.204	2172.06	2244.95
17	0.000337599	0.000414908	2436.355	2486.8	2546.9059999999995
18	0.000414908	0.00050933	2614.825999999999	2662.32	2700.2039999999993
19	0.00050933	0.000624652	2732.0939999999996	2733.0	2754.044
20	0.000624652	0.0007655	2745.7899999999995	2714.66	2711.513
21	0.0007655	0.000937525	2627.5580000000004	2585.84	2580.3300000000004
22	0.000937525	0.00114763	2330.9359999999997	2291.6	2304.513
23	0.00114763	0.00140424	1858.5160000000005	1830.06	1827.5609999999997
24	0.00140424	0.00171764	1352.9979999999998	1385.54	1351.2959999999998
25	0.00171764	0.00210042	1190.95	1163.42	1105.0549999999998
26	0.00210042	0.00256793	1333.012	1189.69	1065.1879999999999
27	0.00256793	0.00313893	1430.48	1396.48	1337.115
28	0.00313893	0.00383631	1120.43	1396.48	2726.94
29	0.00383631	0.00468805	1120.43	834.581	1368.0292950000003
30	0.00468805	0.00572833	1120.43	834.581	9.11859
31	0.00572833	inf	1120.43	834.581	9.11859
