left_time_boundary	im_N1	im_N2	m	M
0.0	7506.4691106489145	6698.780390263013	0.0009346017929299478	0.3163032928195153
203.424	7506.4691106489145	6698.780390263013	0.0009346017929299478	0.5702908713562229
451.87520000000006	6361.309677806927	5638.414388414141	1.89386362067246e-33	0.5702908713562229
755.3216000000001	4027.656487895781	6115.12295982673	3.791546238728184e-33	0.5702908713562229
1125.9360000000001	2353.7763027486053	7263.160530884416	1.1749479452868887e-37	0.5702908713562229
1578.584	1707.569363900558	9579.491874702178	0.00017838864403116894	0.6472118345777109
2131.424	1637.6907883033193	9204.74553796158	0.00018109362486171932	0.7237480938663872
2806.6400000000003	1957.68306927246	10370.853757132392	8.008207227784838e-05	0.7579291946579685
3631.3120000000004	3011.8922441241093	11856.30787593937	5.2604277091649125e-05	0.7822683437402673
4638.52	5231.113713811538	15607.333657548139	9.644539928807418e-05	0.828260838096424
5868.68	8336.743956777509	17680.098316905376	0.0001327594521781161	0.8847563620262672
7371.128000000001	11778.148094153667	16220.50536970837	0.00017123793786295115	0.9385272315571703
9206.16	13217.978332620307	15293.013306691506	9.984154603660128e-05	0.9607062866177872
11447.36	13042.872393048174	14582.172780712683	8.268374861232315e-05	0.9750117079181617
14184.64	11068.318890245651	13525.460531219134	5.957946674886684e-05	0.9832223979649409
17527.760000000002	8243.943393754975	12586.805739950503	5.124715308791632e-05	0.9889598344775168
21610.96	5951.373085853279	11961.722571386541	5.1977918022503624e-05	0.9934260943632867
26598.0	4447.64291798837	11713.930028676361	5.75428762908164e-05	0.996738671549779
32688.880000000005	3441.167520636337	11871.173020618879	6.092599555955404e-05	0.9986825832963139
40127.920000000006	3117.9402959856884	10425.071625393397	5.8444325550056034e-05	0.9995444911362569
49213.6	3639.6916857700407	7123.363515842747	4.710019157593692e-05	0.9998398529646588
60310.4	4789.992371030528	4821.211767624081	3.873849622905112e-05	0.9999439615877797
73863.52	5762.117673004556	5353.848383231096	4.0302963968181084e-05	0.9999852425964374
90416.8	8142.608052935792	7863.388473145879	3.830756765213085e-05	0.999996864363995
110633.6	13057.516042697713	12898.304927208823	2.4808879619803337e-05	0.999999079031721
135325.6	17552.37959601026	17535.9163682647	1.2441035484593372e-05	0.9999995651322116
165483.19999999998	18145.818657266038	18374.48212853783	9.509256980711154e-06	0.9999997841600999
202316.0	17216.06745500765	17331.58225363651	4.0015568973976665e-06	0.9999998494183215
247302.40000000002	17216.06745500765	17331.58225363651	4.0015568973976665e-06	0.9999999029924347
302245.60000000003	16084.153414372684	16228.54564501809	2.8906183776873377e-07	0.9999999066838087
369351.2	16084.153414372684	16228.54564501809	2.8906183776873377e-07	0.9999999110022508
451310.39999999997	16084.153414372684	16228.54564501809	2.8906183776873377e-07	0.9999999593145149
