left_time_boundary	im_N1	im_N2	m	M
0.0	7604.9178649279065	5260.33204905796	0.0012920454480697986	0.3773156457490583
183.32000000000002	7604.9178649279065	5260.33204905796	0.0012920454480697986	0.6508624680951149
407.21840000000003	6746.389748541356	4481.377415029796	1.05127517960381e-34	0.6508624680951149
680.6752000000001	4957.223837843668	3797.2720382305997	0.0004220633232739273	0.7366360085950578
1014.664	1709.5690339652174	5953.6579679477	0.00016862870153773409	0.7704856094928315
1422.576	1290.257948564782	10112.965392155971	0.00020834093740202327	0.8135111432838816
1920.7839999999999	1207.4599997266898	4809.005061272155	4.55114996024987e-05	0.823559128738122
2529.2640000000006	1286.7232305501689	5805.751218617494	9.064414101527817e-05	0.8457990359670302
3272.4400000000005	1951.0541628037795	7181.994901156136	9.427620716994044e-05	0.8700547814445607
4180.112	3887.7247250945975	9384.335375798046	0.0001243160788941686	0.901359361298966
5288.696000000001	6459.160362596145	13272.485725675539	0.00013597955466022215	0.9317444054197023
6642.664	10292.038188111303	14246.033990205638	0.00020021767032317727	0.9647989082092341
8296.32	13445.370212083157	14637.206915227882	0.000255776545083963	0.9874727840465165
10316.0	14205.634497285751	14516.867680575155	9.991972047805126e-05	0.9923482098973939
12782.8	12512.950550328724	13608.206977347549	4.896952643154623e-05	0.9943034037785615
15795.6	9878.77719547219	12600.666252737896	4.9405781260829175e-05	0.996039881646926
19475.280000000002	7225.016797366898	11704.135108170605	4.772527771502796e-05	0.9974212327367343
23969.36	5428.187703543647	11139.27360031391	5.157043105002667e-05	0.9985359956111546
29458.32	4275.4252955259235	10787.525631537415	5.5639742188230145e-05	0.9993056876498888
36162.24	3585.5716837550663	10420.395419849248	5.536964867824187e-05	0.9997196005644511
44350.0	3437.0443933919228	8924.707563860611	4.924424941043072e-05	0.9998952774579783
54350.16	4261.428984626908	5930.628067380597	3.8902662441803175e-05	0.9999595112136573
66563.84000000001	4990.803642476612	4905.77042280873	3.5579484106949805e-05	0.9999859931068982
81480.8	6281.742296484334	6180.667635572297	2.9669258062729267e-05	0.9999952485526359
99700.0	11096.308277370164	10760.33927485557	2.686794819749104e-05	0.9999985627693341
121952.0	16514.82475427224	16410.82655597833	1.3464318645266013e-05	0.9999993086548432
149128.80000000002	20021.80785870702	20333.81156050604	8.57006526200542e-06	0.9999996086131074
182322.40000000002	16780.134433562314	16818.26816106834	3.517327960973444e-06	0.9999997057259092
222862.4	16780.134433562314	16818.26816106834	3.517327960973444e-06	0.9999997922780357
272376.0	15905.105909070036	16022.146732881332	2.65390835488897e-07	0.999999798839681
332849.60000000003	15905.105909070036	16022.146732881332	2.65390835488897e-07	0.9999998065732114
406708.8	15905.105909070036	16022.146732881332	2.65390835488897e-07	0.9999998987818227
