time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.81401e-06	6527.19
1	2.81401e-06	6.2509e-06	6527.19
2	6.2509e-06	1.04485e-05	3434.96
3	1.04485e-05	1.55753e-05	2107.47
4	1.55753e-05	2.18369e-05	1819.78
5	2.18369e-05	2.94845e-05	1717.35
6	2.94845e-05	3.88249e-05	1606.95
7	3.88249e-05	5.02328e-05	1445.61
8	5.02328e-05	6.41658e-05	1289.05
9	6.41658e-05	8.11828e-05	1253.76
10	8.11828e-05	0.000101967	1265.51
11	0.000101967	0.000127351	1282.68
12	0.000127351	0.000158354	1329.69
13	0.000158354	0.000196219	1494
14	0.000196219	0.000242466	1745.89
15	0.000242466	0.00029895	2046.64
16	0.00029895	0.000367936	2298.79
17	0.000367936	0.000452193	2529.27
18	0.000452193	0.000555099	2662.16
19	0.000555099	0.000680784	2696.1
20	0.000680784	0.000834289	2714.97
21	0.000834289	0.00102177	2483.95
22	0.00102177	0.00125075	2159.9
23	0.00125075	0.00153042	1652.56
24	0.00153042	0.00187199	1221.2
25	0.00187199	0.00228917	1079.8
26	0.00228917	0.00279869	1194.36
27	0.00279869	0.00342099	1493.91
28	0.00342099	0.00418104	1493.91
29	0.00418104	0.00510932	765.367
30	0.00510932	0.00624308	765.367
31	0.00624308	inf	765.367
