time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.59863e-06	6463.32
1	2.59863e-06	5.77248e-06	6463.32
2	5.77248e-06	9.64884e-06	2072.06
3	9.64884e-06	1.43832e-05	1645.59
4	1.43832e-05	2.01656e-05	2427.46
5	2.01656e-05	2.72279e-05	3872.16
6	2.72279e-05	3.58534e-05	4488.71
7	3.58534e-05	4.63881e-05	3675.76
8	4.63881e-05	5.92547e-05	2555.08
9	5.92547e-05	7.49693e-05	1862.18
10	7.49693e-05	9.41624e-05	1543.1
11	9.41624e-05	0.000117604	1360.89
12	0.000117604	0.000146234	1340
13	0.000146234	0.000181201	1409.19
14	0.000181201	0.000223909	1567.39
15	0.000223909	0.000276069	1908.52
16	0.000276069	0.000339776	2200.63
17	0.000339776	0.000417583	2408.78
18	0.000417583	0.000512614	2640.37
19	0.000512614	0.000628679	2686.95
20	0.000628679	0.000770435	2697.24
21	0.000770435	0.000943569	2585.42
22	0.000943569	0.00115503	2296.76
23	0.00115503	0.00141329	1821.97
24	0.00141329	0.00172872	1346.12
25	0.00172872	0.00211396	1105.11
26	0.00211396	0.00258449	1111.34
27	0.00258449	0.00315916	1356.24
28	0.00315916	0.00386104	1356.24
29	0.00386104	0.00471827	1116.95
30	0.00471827	0.00576526	1116.95
31	0.00576526	inf	1116.95
