time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.56689e-06	6075.93
1	2.56689e-06	5.70195e-06	6075.93
2	5.70195e-06	9.53096e-06	1886.06
3	9.53096e-06	1.42075e-05	1825.43
4	1.42075e-05	1.99192e-05	2636.65
5	1.99192e-05	2.68952e-05	3822.21
6	2.68952e-05	3.54153e-05	4361.45
7	3.54153e-05	4.58214e-05	3821.49
8	4.58214e-05	5.85308e-05	2841.54
9	5.85308e-05	7.40534e-05	2051.18
10	7.40534e-05	9.3012e-05	1584.3
11	9.3012e-05	0.000116167	1378.97
12	0.000116167	0.000144447	1362.79
13	0.000144447	0.000178988	1421.29
14	0.000178988	0.000221173	1597.42
15	0.000221173	0.000272697	1868.95
16	0.000272697	0.000335625	2212.77
17	0.000335625	0.000412482	2482.68
18	0.000412482	0.000506351	2596.96
19	0.000506351	0.000620998	2672.1
20	0.000620998	0.000761022	2687.13
21	0.000761022	0.000932041	2602.13
22	0.000932041	0.00114091	2353.2
23	0.00114091	0.00139602	1878.18
24	0.00139602	0.0017076	1406.66
25	0.0017076	0.00208814	1158.06
26	0.00208814	0.00255291	1164.53
27	0.00255291	0.00312057	1406.73
28	0.00312057	0.00381387	1406.73
29	0.00381387	0.00466063	831.866
30	0.00466063	0.00569482	831.866
31	0.00569482	inf	831.866
