time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.66259e-06	7534.2
1	7.66259e-06	1.66259e-05	7534.2
2	1.66259e-05	2.71108e-05	3083.68
3	2.71108e-05	3.93754e-05	2811.32
4	3.93754e-05	5.3722e-05	2115.03
5	5.3722e-05	7.05038e-05	1746.7
6	7.05038e-05	9.01345e-05	1501.04
7	9.01345e-05	0.000113097	1364.52
8	0.000113097	0.000139958	1353.84
9	0.000139958	0.000171379	1442.26
10	0.000171379	0.000208133	1619.35
11	0.000208133	0.000251126	1864.15
12	0.000251126	0.000301417	2132.95
13	0.000301417	0.000360245	2389.98
14	0.000360245	0.00042906	2594.13
15	0.00042906	0.000509555	2708.3
16	0.000509555	0.000603715	2738.78
17	0.000603715	0.000713858	2720.8
18	0.000713858	0.000842697	2664.6
19	0.000842697	0.000993408	2525.18
20	0.000993408	0.0011697	2237.32
21	0.0011697	0.00137592	1822.28
22	0.00137592	0.00161715	1429.1
23	0.00161715	0.00189932	1178.72
24	0.00189932	0.00222939	1089.54
25	0.00222939	0.00261549	1136.98
26	0.00261549	0.00306713	1274.56
27	0.00306713	0.00359544	1468.52
28	0.00359544	0.00421343	1468.52
29	0.00421343	0.00493632	894.734
30	0.00493632	0.00578193	894.734
31	0.00578193	inf	894.734
