time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.58516e-06	6175.74
1	2.58516e-06	5.74255e-06	6175.74
2	5.74255e-06	9.59883e-06	1892.71
3	9.59883e-06	1.43087e-05	1837.79
4	1.43087e-05	2.00611e-05	2669.52
5	2.00611e-05	2.70867e-05	3969.74
6	2.70867e-05	3.56675e-05	4412.81
7	3.56675e-05	4.61476e-05	3623.63
8	4.61476e-05	5.89475e-05	2649.41
9	5.89475e-05	7.45807e-05	1935.12
10	7.45807e-05	9.36742e-05	1565.1
11	9.36742e-05	0.000116994	1404.29
12	0.000116994	0.000145476	1360.8
13	0.000145476	0.000180262	1412.48
14	0.000180262	0.000222748	1576.13
15	0.000222748	0.000274638	1885.61
16	0.000274638	0.000338014	2191.11
17	0.000338014	0.000415419	2411.44
18	0.000415419	0.000509956	2596.74
19	0.000509956	0.00062542	2747.99
20	0.00062542	0.000766441	2768.26
21	0.000766441	0.000938677	2525.58
22	0.000938677	0.00114904	2267.83
23	0.00114904	0.00140596	1852.79
24	0.00140596	0.00171976	1401.69
25	0.00171976	0.00210301	1193.61
26	0.00210301	0.00257109	1182.26
27	0.00257109	0.00314278	1532.39
28	0.00314278	0.00384102	1532.39
29	0.00384102	0.00469381	634.061
30	0.00469381	0.00573537	634.061
31	0.00573537	inf	634.061
