time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.73752e-06	7054.31
1	2.73752e-06	6.081e-06	7054.31
2	6.081e-06	1.01645e-05	2848.83
3	1.01645e-05	1.5152e-05	1628.96
4	1.5152e-05	2.12434e-05	1635
5	2.12434e-05	2.86831e-05	2178.68
6	2.86831e-05	3.77696e-05	2401.76
7	3.77696e-05	4.88674e-05	2132.79
8	4.88674e-05	6.24217e-05	1790.39
9	6.24217e-05	7.89762e-05	1523.79
10	7.89762e-05	9.9195e-05	1367.01
11	9.9195e-05	0.000123889	1314.58
12	0.000123889	0.00015405	1342.45
13	0.00015405	0.000190886	1469.14
14	0.000190886	0.000235876	1688.44
15	0.000235876	0.000290824	1964.67
16	0.000290824	0.000357936	2297.77
17	0.000357936	0.000439902	2527.98
18	0.000439902	0.000540011	2673.39
19	0.000540011	0.00066228	2723.64
20	0.00066228	0.000811612	2685.04
21	0.000811612	0.000993999	2543.05
22	0.000993999	0.00121676	2156.64
23	0.00121676	0.00148882	1688.83
24	0.00148882	0.00182111	1293.52
25	0.00182111	0.00222695	1152.45
26	0.00222695	0.00272262	1211.3
27	0.00272262	0.00332801	1437.32
28	0.00332801	0.0040674	1437.32
29	0.0040674	0.00497045	862.396
30	0.00497045	0.00607339	862.396
31	0.00607339	inf	862.396
