time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.58373e-06	6240.87
1	2.58373e-06	5.73937e-06	6240.87
2	5.73937e-06	9.5935e-06	1822.39
3	9.5935e-06	1.43007e-05	1938.09
4	1.43007e-05	2.00499e-05	2755.24
5	2.00499e-05	2.70717e-05	3776.67
6	2.70717e-05	3.56477e-05	4305.02
7	3.56477e-05	4.6122e-05	3614.61
8	4.6122e-05	5.89148e-05	2529.93
9	5.89148e-05	7.45393e-05	1883.06
10	7.45393e-05	9.36223e-05	1531.92
11	9.36223e-05	0.000116929	1375.17
12	0.000116929	0.000145395	1355.08
13	0.000145395	0.000180162	1440.91
14	0.000180162	0.000222624	1620.49
15	0.000222624	0.000274486	1892.34
16	0.000274486	0.000337827	2191.64
17	0.000337827	0.000415188	2459.31
18	0.000415188	0.000509673	2653.05
19	0.000509673	0.000625073	2717.94
20	0.000625073	0.000766016	2697.67
21	0.000766016	0.000938156	2592.14
22	0.000938156	0.0011484	2311.35
23	0.0011484	0.00140518	1843.64
24	0.00140518	0.0017188	1389.54
25	0.0017188	0.00210184	1154.48
26	0.00210184	0.00256966	1166.42
27	0.00256966	0.00314104	1382.05
28	0.00314104	0.00383889	1382.05
29	0.00383889	0.00469121	951.932
30	0.00469121	0.00573219	951.932
31	0.00573219	inf	951.932
