time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.50949e-06	6466.37
1	2.50949e-06	5.57445e-06	6466.37
2	5.57445e-06	9.31784e-06	1649.92
3	9.31784e-06	1.38898e-05	1458.32
4	1.38898e-05	1.94738e-05	2361.96
5	1.94738e-05	2.62938e-05	3996.51
6	2.62938e-05	3.46234e-05	5084.29
7	3.46234e-05	4.47968e-05	4547.13
8	4.47968e-05	5.7222e-05	3235.78
9	5.7222e-05	7.23975e-05	2218.32
10	7.23975e-05	9.09322e-05	1690.32
11	9.09322e-05	0.000113569	1457.59
12	0.000113569	0.000141217	1399.71
13	0.000141217	0.000174985	1432.19
14	0.000174985	0.000216228	1588.64
15	0.000216228	0.000266599	1852.21
16	0.000266599	0.00032812	2163.89
17	0.00032812	0.000403258	2446.13
18	0.000403258	0.000495028	2642.59
19	0.000495028	0.000607112	2733.55
20	0.000607112	0.000744005	2717.73
21	0.000744005	0.0009112	2593.35
22	0.0009112	0.0011154	2317.75
23	0.0011154	0.00136481	1879.35
24	0.00136481	0.00166941	1422.93
25	0.00166941	0.00204145	1136.35
26	0.00204145	0.00249583	1186.86
27	0.00249583	0.00305079	1634.26
28	0.00305079	0.00372859	1634.26
29	0.00372859	0.00455641	724.668
30	0.00455641	0.00556748	724.668
31	0.00556748	inf	724.668
