time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.68482e-06	8841.41
1	4.68482e-06	1.01649e-05	8841.41
2	1.01649e-05	1.65752e-05	16415.8
3	1.65752e-05	2.40737e-05	20854.6
4	2.40737e-05	3.2845e-05	16735
5	3.2845e-05	4.31053e-05	10445.2
6	4.31053e-05	5.51072e-05	5733.59
7	5.51072e-05	6.91465e-05	3242.32
8	6.91465e-05	8.55689e-05	2156.35
9	8.55689e-05	0.000104779	1671.25
10	0.000104779	0.00012725	1443.55
11	0.00012725	0.000153536	1375.86
12	0.000153536	0.000184283	1428.58
13	0.000184283	0.00022025	1572.3
14	0.00022025	0.000262322	1783.59
15	0.000262322	0.000311536	2021.08
16	0.000311536	0.000369104	2236.74
17	0.000369104	0.000436445	2414.16
18	0.000436445	0.000515216	2561.19
19	0.000515216	0.000607358	2674.57
20	0.000607358	0.000715142	2728.01
21	0.000715142	0.000841223	2689.2
22	0.000841223	0.000988705	2536.66
23	0.000988705	0.00116122	2245.5
24	0.00116122	0.00136302	1838.82
25	0.00136302	0.00159908	1440.68
26	0.00159908	0.00187521	1186.41
27	0.00187521	0.00219821	1109.09
28	0.00219821	0.00257605	1109.09
29	0.00257605	0.00301801	1758.11
30	0.00301801	0.00353501	1758.11
31	0.00353501	inf	1758.11
