time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.69249e-06	6733.67
1	2.69249e-06	5.98095e-06	6733.67
2	5.98095e-06	9.99732e-06	2458.66
3	9.99732e-06	1.49027e-05	1743
4	1.49027e-05	2.08939e-05	2030.54
5	2.08939e-05	2.82112e-05	2756.36
6	2.82112e-05	3.71482e-05	2860.6
7	3.71482e-05	4.80635e-05	2467.5
8	4.80635e-05	6.13948e-05	2047
9	6.13948e-05	7.76769e-05	1673.08
10	7.76769e-05	9.75631e-05	1456.41
11	9.75631e-05	0.000121851	1327.6
12	0.000121851	0.000151515	1332.36
13	0.000151515	0.000187746	1423.67
14	0.000187746	0.000231995	1649.65
15	0.000231995	0.00028604	1965.47
16	0.00028604	0.000352047	2259.29
17	0.000352047	0.000432665	2484.54
18	0.000432665	0.000531127	2686.9
19	0.000531127	0.000651384	2735.05
20	0.000651384	0.00079826	2694.76
21	0.00079826	0.000977646	2565.43
22	0.000977646	0.00119674	2255.65
23	0.00119674	0.00146433	1758.54
24	0.00146433	0.00179115	1306.28
25	0.00179115	0.00219031	1127.11
26	0.00219031	0.00267783	1148.16
27	0.00267783	0.00327326	1277.48
28	0.00327326	0.00400048	1277.48
29	0.00400048	0.00488868	1266.77
30	0.00488868	0.00597347	1266.77
31	0.00597347	inf	1266.77
