time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.17358e-06	4822.08
1	2.17358e-06	4.82829e-06	4822.08
2	4.82829e-06	8.07061e-06	1242.56
3	8.07061e-06	1.20306e-05	2509.39
4	1.20306e-05	1.68672e-05	5673.7
5	1.68672e-05	2.27743e-05	8840.46
6	2.27743e-05	2.99889e-05	9768.51
7	2.99889e-05	3.88006e-05	8305.97
8	3.88006e-05	4.95626e-05	5749.56
9	4.95626e-05	6.27068e-05	3515.73
10	6.27068e-05	7.87605e-05	2313.39
11	7.87605e-05	9.83677e-05	1779.73
12	9.83677e-05	0.000122315	1506.63
13	0.000122315	0.000151563	1418.33
14	0.000151563	0.000187285	1476.44
15	0.000187285	0.000230914	1668.89
16	0.000230914	0.0002842	1944.91
17	0.0002842	0.000349281	2230.39
18	0.000349281	0.000428767	2467.08
19	0.000428767	0.000525848	2623.08
20	0.000525848	0.000644417	2692.14
21	0.000644417	0.000789232	2674.96
22	0.000789232	0.000966102	2541.76
23	0.000966102	0.00118212	2236.1
24	0.00118212	0.00144596	1738.25
25	0.00144596	0.00176819	1336.72
26	0.00176819	0.00216175	1154.24
27	0.00216175	0.00264243	1260.43
28	0.00264243	0.0032295	1260.43
29	0.0032295	0.00394652	1577.86
30	0.00394652	0.00482225	1577.86
31	0.00482225	inf	1577.86
