time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.05536e-06	4191.82
1	2.05536e-06	4.56566e-06	4191.82
2	4.56566e-06	7.63162e-06	2611.67
3	7.63162e-06	1.13762e-05	5219.13
4	1.13762e-05	1.59497e-05	7774.79
5	1.59497e-05	2.15355e-05	9964.03
6	2.15355e-05	2.83577e-05	11023.1
7	2.83577e-05	3.66901e-05	9706.45
8	3.66901e-05	4.68667e-05	6812.19
9	4.68667e-05	5.9296e-05	4136.11
10	5.9296e-05	7.44765e-05	2573.33
11	7.44765e-05	9.30171e-05	1861.23
12	9.30171e-05	0.000115662	1556.47
13	0.000115662	0.000143319	1429.32
14	0.000143319	0.000177098	1446.25
15	0.000177098	0.000218353	1599.1
16	0.000218353	0.000268741	1853.73
17	0.000268741	0.000330282	2147.39
18	0.000330282	0.000405445	2410.71
19	0.000405445	0.000497245	2600.18
20	0.000497245	0.000609365	2694.22
21	0.000609365	0.000746303	2697.06
22	0.000746303	0.000913552	2596.69
23	0.000913552	0.00111782	2333.74
24	0.00111782	0.00136731	1887.42
25	0.00136731	0.00167201	1427.36
26	0.00167201	0.00204417	1164.42
27	0.00204417	0.0024987	1180.11
28	0.0024987	0.00305384	1180.11
29	0.00305384	0.00373185	1641.87
30	0.00373185	0.00455995	1641.87
31	0.00455995	inf	1641.87
