time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.58199e-06	6448.57
1	2.58199e-06	5.7355e-06	6448.57
2	5.7355e-06	9.58704e-06	1850.27
3	9.58704e-06	1.42911e-05	1719.21
4	1.42911e-05	2.00364e-05	2546.59
5	2.00364e-05	2.70535e-05	3639.83
6	2.70535e-05	3.56237e-05	4182.52
7	3.56237e-05	4.6091e-05	3637.25
8	4.6091e-05	5.88752e-05	2650.38
9	5.88752e-05	7.44891e-05	1938.42
10	7.44891e-05	9.35592e-05	1575.96
11	9.35592e-05	0.00011685	1391.79
12	0.00011685	0.000145297	1365.38
13	0.000145297	0.000180041	1439.59
14	0.000180041	0.000222474	1641.93
15	0.000222474	0.000274301	1874.14
16	0.000274301	0.000337599	2172.06
17	0.000337599	0.000414908	2486.8
18	0.000414908	0.00050933	2662.32
19	0.00050933	0.000624652	2733
20	0.000624652	0.0007655	2714.66
21	0.0007655	0.000937525	2585.84
22	0.000937525	0.00114763	2291.6
23	0.00114763	0.00140424	1830.06
24	0.00140424	0.00171764	1385.54
25	0.00171764	0.00210042	1163.42
26	0.00210042	0.00256793	1189.69
27	0.00256793	0.00313893	1396.48
28	0.00313893	0.00383631	1396.48
29	0.00383631	0.00468805	834.581
30	0.00468805	0.00572833	834.581
31	0.00572833	inf	834.581
