time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.41891e-06	5447.27
1	2.41891e-06	5.37325e-06	5447.27
2	5.37325e-06	8.98153e-06	1913.28
3	8.98153e-06	1.33885e-05	2366.54
4	1.33885e-05	1.87709e-05	3889.07
5	1.87709e-05	2.53448e-05	5315.67
6	2.53448e-05	3.33737e-05	5934.76
7	3.33737e-05	4.31799e-05	5154.09
8	4.31799e-05	5.51566e-05	3670.3
9	5.51566e-05	6.97844e-05	2516.43
10	6.97844e-05	8.76501e-05	1851.54
11	8.76501e-05	0.00010947	1561.19
12	0.00010947	0.00013612	1450.42
13	0.00013612	0.000168669	1424.14
14	0.000168669	0.000208423	1555.07
15	0.000208423	0.000256976	1828.2
16	0.000256976	0.000316277	2115.31
17	0.000316277	0.000388703	2387.61
18	0.000388703	0.000477161	2595.14
19	0.000477161	0.000585199	2707.81
20	0.000585199	0.000717151	2715.52
21	0.000717151	0.000878311	2621.08
22	0.000878311	0.00107514	2389.96
23	0.00107514	0.00131554	1993.77
24	0.00131554	0.00160916	1493.86
25	0.00160916	0.00196776	1180.14
26	0.00196776	0.00240574	1134.57
27	0.00240574	0.00294067	1860.36
28	0.00294067	0.00359401	1860.36
29	0.00359401	0.00439196	318.874
30	0.00439196	0.00536653	318.874
31	0.00536653	inf	318.874
