time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.54841e-06	6305.2
1	2.54841e-06	5.66091e-06	6305.2
2	5.66091e-06	9.46235e-06	1786.63
3	9.46235e-06	1.41052e-05	1610.03
4	1.41052e-05	1.97758e-05	2469.04
5	1.97758e-05	2.67016e-05	3963.48
6	2.67016e-05	3.51604e-05	4909.09
7	3.51604e-05	4.54915e-05	4162.43
8	4.54915e-05	5.81095e-05	2944.42
9	5.81095e-05	7.35204e-05	2129.2
10	7.35204e-05	9.23424e-05	1667.59
11	9.23424e-05	0.000115331	1412.72
12	0.000115331	0.000143408	1348.54
13	0.000143408	0.000177699	1379.71
14	0.000177699	0.000219581	1568.71
15	0.000219581	0.000270734	1832.11
16	0.000270734	0.000333209	2158.29
17	0.000333209	0.000409512	2434.37
18	0.000409512	0.000502706	2610.58
19	0.000502706	0.000616528	2688.09
20	0.000616528	0.000755544	2687.62
21	0.000755544	0.000925332	2666.56
22	0.000925332	0.0011327	2350.63
23	0.0011327	0.00138597	1836.55
24	0.00138597	0.0016953	1377.32
25	0.0016953	0.00207311	1139.43
26	0.00207311	0.00253454	1159.41
27	0.00253454	0.0030981	1597.69
28	0.0030981	0.00378641	1597.69
29	0.00378641	0.00462708	763.306
30	0.00462708	0.00565383	763.306
31	0.00565383	inf	763.306
