time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.87474e-06	3293.06	0.0123865	0.00219179
1	1.87474e-06	3.79819e-06	7842.94	630.894	5126.12
2	3.79819e-06	5.77293e-06	2075.54	122.392	2568.68
3	5.77293e-06	7.80178e-06	1524.7	53.3549	2249.69
4	7.80178e-06	9.88779e-06	3253.75	100.38	2780.8
5	9.88779e-06	1.20343e-05	5357.33	237.438	2781.69
6	1.20343e-05	1.42448e-05	6916.98	511.068	2145.75
7	1.42448e-05	1.65234e-05	8374.41	937.673	1797.89
8	1.65234e-05	1.88744e-05	9961.79	1548.45	1847.13
9	1.88744e-05	2.13024e-05	11665.3	2335.38	2317.51
10	2.13024e-05	2.38128e-05	11489.8	3106.68	2674.92
11	2.38128e-05	2.64112e-05	11489.8	3106.68	2674.92
12	2.64112e-05	2.91042e-05	10172.4	3678.77	2742.96
13	2.91042e-05	3.18988e-05	10172.4	3678.77	2742.96
14	3.18988e-05	3.4803e-05	8636.22	3636.45	2476.7
15	3.4803e-05	3.78258e-05	8636.22	3636.45	2476.7
16	3.78258e-05	4.09773e-05	6997.11	3169.33	2252.74
17	4.09773e-05	4.42689e-05	6997.11	3169.33	2252.74
18	4.42689e-05	4.77136e-05	5572.34	2657.61	2152.55
19	4.77136e-05	5.13264e-05	5572.34	2657.61	2152.55
20	5.13264e-05	5.51246e-05	4148.97	2170.16	1890.81
21	5.51246e-05	5.91282e-05	4148.97	2170.16	1890.81
22	5.91282e-05	6.33607e-05	3010.93	1783.79	1566.62
23	6.33607e-05	6.78499e-05	3010.93	1783.79	1566.62
24	6.78499e-05	7.26288e-05	2165.05	1451.28	1256.82
25	7.26288e-05	7.77376e-05	2165.05	1451.28	1256.82
26	7.77376e-05	8.32252e-05	1670.27	1243.35	1063.42
27	8.32252e-05	8.91523e-05	1670.27	1243.35	1063.42
28	8.91523e-05	9.55953e-05	1370.68	1123.76	961.124
29	9.55953e-05	0.000102653	1370.68	1123.76	961.124
30	0.000102653	0.000110455	1180.06	1043.07	906.082
31	0.000110455	0.000119176	1180.06	1043.07	906.082
32	0.000119176	0.000129064	1157.29	1051.72	946.157
33	0.000129064	0.000140479	1157.29	1051.72	946.157
34	0.000140479	0.000153979	1430.01	1349.19	1268.38
35	0.000153979	0.000170503	1430.01	1349.19	1268.38
36	0.000170503	0.000191805	2596.04	2478.09	2360.13
37	0.000191805	0.000221829	2596.04	2478.09	2360.13
38	0.000221829	0.000273156	146.834	133.249	141.177
39	0.000273156	inf	146.834	133.249	141.177
