time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.94544e-06	7969.04	0.0221067	14989.8
1	1.94544e-06	3.94143e-06	6766.71	301.618	23810.3
2	3.94143e-06	5.99064e-06	1034.42	6.58354	2874.67
3	5.99064e-06	8.096e-06	2623.72	13.3434	6049.67
4	8.096e-06	1.02607e-05	6533.34	50.4873	4999.45
5	1.02607e-05	1.24881e-05	9006.72	149.84	4805.63
6	1.24881e-05	1.4782e-05	11156	325.405	2929.37
7	1.4782e-05	1.71466e-05	12998.4	532.288	1638.11
8	1.71466e-05	1.95862e-05	14042.7	723.807	1162.15
9	1.95862e-05	2.21058e-05	14714.9	906.823	1207.83
10	2.21058e-05	2.47108e-05	12769.2	1066.15	1385.05
11	2.47108e-05	2.74072e-05	12769.2	1066.15	1385.05
12	2.74072e-05	3.02018e-05	10440.3	1229.95	1716.83
13	3.02018e-05	3.31018e-05	10440.3	1229.95	1716.83
14	3.31018e-05	3.61155e-05	8355.91	1276.13	1877.09
15	3.61155e-05	3.92523e-05	8355.91	1276.13	1877.09
16	3.92523e-05	4.25226e-05	6574.05	1243.29	1784.94
17	4.25226e-05	4.59384e-05	6574.05	1243.29	1784.94
18	4.59384e-05	4.9513e-05	5252.03	1212.52	1728.9
19	4.9513e-05	5.32621e-05	5252.03	1212.52	1728.9
20	5.32621e-05	5.72035e-05	3990.86	1130.72	1533.74
21	5.72035e-05	6.13581e-05	3990.86	1130.72	1533.74
22	6.13581e-05	6.57502e-05	2933	1034.53	1259.99
23	6.57502e-05	7.04086e-05	2933	1034.53	1259.99
24	7.04086e-05	7.53678e-05	2145.63	959.846	1025.14
25	7.53678e-05	8.06693e-05	2145.63	959.846	1025.14
26	8.06693e-05	8.63639e-05	1672.33	942.69	954.511
27	8.63639e-05	9.25144e-05	1672.33	942.69	954.511
28	9.25144e-05	9.92004e-05	1381.22	951.412	975.557
29	9.92004e-05	0.000106524	1381.22	951.412	975.557
30	0.000106524	0.00011462	1190.69	968.263	1009.65
31	0.00011462	0.000123671	1190.69	968.263	1009.65
32	0.000123671	0.000133931	1154.5	1060.09	1096.12
33	0.000133931	0.000145776	1154.5	1060.09	1096.12
34	0.000145776	0.000159786	1450.63	1411.67	1455.26
35	0.000159786	0.000176933	1450.63	1411.67	1455.26
36	0.000176933	0.000199039	2512.24	2492.24	2922.46
37	0.000199039	0.000230195	2512.24	2492.24	2922.46
38	0.000230195	0.000283457	138.773	126.376	144.652
39	0.000283457	inf	138.773	126.376	144.652
