time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.96258e-06	897.756	20.0365	0.206251
1	1.96258e-06	3.97614e-06	3282.67	311.617	10674.6
2	3.97614e-06	6.0434e-06	703.846	19.6404	4392.65
3	6.0434e-06	8.1673e-06	774.429	29.4411	2863.82
4	8.1673e-06	1.0351e-05	1840.92	50.5797	4295.38
5	1.0351e-05	1.25981e-05	3957.3	112.802	5366.73
6	1.25981e-05	1.49122e-05	7461.23	278.898	3509.86
7	1.49122e-05	1.72976e-05	10674.9	574.806	2119.96
8	1.72976e-05	1.97586e-05	12383.5	911.359	1711.58
9	1.97586e-05	2.23004e-05	13321.9	1223.55	1955.4
10	2.23004e-05	2.49284e-05	11583.3	1558.12	2149.82
11	2.49284e-05	2.76486e-05	11583.3	1558.12	2149.82
12	2.76486e-05	3.04677e-05	9547.56	1897.11	2108.85
13	3.04677e-05	3.33933e-05	9547.56	1897.11	2108.85
14	3.33933e-05	3.64336e-05	7741.91	1928.41	1899.55
15	3.64336e-05	3.9598e-05	7741.91	1928.41	1899.55
16	3.9598e-05	4.28971e-05	6051.22	1790.46	1733.59
17	4.28971e-05	4.63429e-05	6051.22	1790.46	1733.59
18	4.63429e-05	4.9949e-05	4726.1	1659.7	1731.54
19	4.9949e-05	5.37311e-05	4726.1	1659.7	1731.54
20	5.37311e-05	5.77073e-05	3608.34	1505.99	1604.46
21	5.77073e-05	6.18984e-05	3608.34	1505.99	1604.46
22	6.18984e-05	6.63292e-05	2765.2	1353.34	1382.54
23	6.63292e-05	7.10287e-05	2765.2	1353.34	1382.54
24	7.10287e-05	7.60316e-05	2130.11	1203.59	1159.49
25	7.60316e-05	8.13797e-05	2130.11	1203.59	1159.49
26	8.13797e-05	8.71244e-05	1711.46	1105.6	1021.84
27	8.71244e-05	9.33291e-05	1711.46	1105.6	1021.84
28	9.33291e-05	0.000100074	1405.57	1051.34	946.979
29	0.000100074	0.000107462	1405.57	1051.34	946.979
30	0.000107462	0.00011563	1222.42	1023.36	903.419
31	0.00011563	0.00012476	1222.42	1023.36	903.419
32	0.00012476	0.000135111	1179.16	1083.71	988.26
33	0.000135111	0.00014706	1179.16	1083.71	988.26
34	0.00014706	0.000161193	1442.18	1429.14	1421.65
35	0.000161193	0.000178491	1442.18	1429.14	1421.65
36	0.000178491	0.000200791	2628.51	2435.83	2721.31
37	0.000200791	0.000232222	2628.51	2435.83	2721.31
38	0.000232222	0.000285953	143.284	124.743	138.976
39	0.000285953	inf	143.284	124.743	138.976
