time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.88369e-06	1326.23	0.00712204	1.28892
1	1.88369e-06	3.81632e-06	2813.7	743.701	4240.9
2	3.81632e-06	5.80049e-06	976.443	28.1728	2871.39
3	5.80049e-06	7.83902e-06	1214.21	62.1695	2596.35
4	7.83902e-06	9.93499e-06	2215.22	151.315	2875.78
5	9.93499e-06	1.20917e-05	3720.83	314.279	2833.3
6	1.20917e-05	1.43128e-05	6572.24	635.057	2221.39
7	1.43128e-05	1.66023e-05	9726.58	1136.76	1848.61
8	1.66023e-05	1.89645e-05	11635.8	1742.37	1892.52
9	1.89645e-05	2.14041e-05	12764.2	2344.94	2393.03
10	2.14041e-05	2.39264e-05	11031.3	2857.08	2812.28
11	2.39264e-05	2.65373e-05	11031.3	2857.08	2812.28
12	2.65373e-05	2.92431e-05	9353.12	3345.07	2998.28
13	2.92431e-05	3.20511e-05	9353.12	3345.07	2998.28
14	3.20511e-05	3.49692e-05	8217.83	3548.75	2519.68
15	3.49692e-05	3.80064e-05	8217.83	3548.75	2519.68
16	3.80064e-05	4.11729e-05	7064.35	3338.87	2172.29
17	4.11729e-05	4.44802e-05	7064.35	3338.87	2172.29
18	4.44802e-05	4.79414e-05	5718.03	2890.16	2096.73
19	4.79414e-05	5.15715e-05	5718.03	2890.16	2096.73
20	5.15715e-05	5.53878e-05	4212.31	2266.27	1800.76
21	5.53878e-05	5.94105e-05	4212.31	2266.27	1800.76
22	5.94105e-05	6.36632e-05	3067.18	1759.88	1439.98
23	6.36632e-05	6.81738e-05	3067.18	1759.88	1439.98
24	6.81738e-05	7.29756e-05	2268.66	1401.53	1133.8
25	7.29756e-05	7.81088e-05	2268.66	1401.53	1133.8
26	7.81088e-05	8.36225e-05	1820.38	1224.82	989.59
27	8.36225e-05	8.95779e-05	1820.38	1224.82	989.59
28	8.95779e-05	9.60517e-05	1541.87	1143.48	924.377
29	9.60517e-05	0.000103143	1541.87	1143.48	924.377
30	0.000103143	0.000110982	1328.42	1091.25	894.797
31	0.000110982	0.000119745	1328.42	1091.25	894.797
32	0.000119745	0.00012968	1223.73	1096.56	969.38
33	0.00012968	0.000141149	1223.73	1096.56	969.38
34	0.000141149	0.000154714	1402.18	1333.26	1335.37
35	0.000154714	0.000171317	1402.18	1333.26	1335.37
36	0.000171317	0.000192721	2315.24	2331.21	2528.83
37	0.000192721	0.000222888	2315.24	2331.21	2528.83
38	0.000222888	0.00027446	149.447	129.629	142.373
39	0.00027446	inf	149.447	129.629	142.373
