time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	-0	1.85967e-06	6757.44	0.0758868	0.000154945
1	1.85967e-06	3.76765e-06	11313.7	392.52	2801
2	3.76765e-06	5.72652e-06	1629.01	47.4678	3296.35
3	5.72652e-06	7.73906e-06	2723.69	46.9852	1889.56
4	7.73906e-06	9.8083e-06	6790.57	90.1435	2036.79
5	9.8083e-06	1.19375e-05	9837.02	186.828	2404.09
6	1.19375e-05	1.41303e-05	10807	421.701	2338.51
7	1.41303e-05	1.63906e-05	11860.6	858.975	2131.39
8	1.63906e-05	1.87226e-05	12934.9	1487.56	2123.92
9	1.87226e-05	2.11311e-05	13504.8	2219.33	2484.69
10	2.11311e-05	2.36213e-05	12459.2	3037.97	2712.49
11	2.36213e-05	2.61989e-05	12459.2	3037.97	2712.49
12	2.61989e-05	2.88702e-05	11077.7	3568.01	2825.73
13	2.88702e-05	3.16423e-05	11077.7	3568.01	2825.73
14	3.16423e-05	3.45232e-05	9575.91	3480.14	2631.83
15	3.45232e-05	3.75217e-05	9575.91	3480.14	2631.83
16	3.75217e-05	4.06479e-05	7775.35	3128.2	2347.29
17	4.06479e-05	4.3913e-05	7775.35	3128.2	2347.29
18	4.3913e-05	4.733e-05	6050.05	2720.45	2051.55
19	4.733e-05	5.09138e-05	6050.05	2720.45	2051.55
20	5.09138e-05	5.46815e-05	4477.82	2246.26	1661.97
21	5.46815e-05	5.86529e-05	4477.82	2246.26	1661.97
22	5.86529e-05	6.28513e-05	3311.58	1810.17	1314.62
23	6.28513e-05	6.73044e-05	3311.58	1810.17	1314.62
24	6.73044e-05	7.2045e-05	2499.11	1442.7	1085.43
25	7.2045e-05	7.71127e-05	2499.11	1442.7	1085.43
26	7.71127e-05	8.25562e-05	1963.68	1212.01	990.603
27	8.25562e-05	8.84356e-05	1963.68	1212.01	990.603
28	8.84356e-05	9.48268e-05	1514.72	1075.7	938.944
29	9.48268e-05	0.000101828	1514.72	1075.7	938.944
30	0.000101828	0.000109567	1204.1	1010.52	902.842
31	0.000109567	0.000118218	1204.1	1010.52	902.842
32	0.000118218	0.000128027	1089.52	1039.26	988.995
33	0.000128027	0.000139349	1089.52	1039.26	988.995
34	0.000139349	0.000152741	1319.27	1309.62	1299.98
35	0.000152741	0.000169132	1319.27	1309.62	1299.98
36	0.000169132	0.000190263	2302.76	2358.56	2414.35
37	0.000190263	0.000220046	2302.76	2358.56	2414.35
38	0.000220046	0.00027096	153.85	132.476	144.89
39	0.00027096	inf	153.85	132.476	144.89
